stock_code	stock_name	stock_name_en	market	target_sector	target_industry	target_business_model	confidence_score	confidence_level	ranker_model_version	financial_data_as_of	strength_titles	strength_icons	peer1_dimension	peer1_ticker	peer1_company_name	peer1_exchange	peer1_country	peer1_similarity_score	peer1_business_tags	peer1_sector	peer1_industry	peer1_business_model	peer1_scale_bucket	peer1_fiscal_year	peer1_market_cap_usd	peer1_revenue_usd	peer1_operating_income_usd	peer1_net_income_usd	peer1_financial_data_source	peer1_financial_similarity_score	peer2_dimension	peer2_ticker	peer2_company_name	peer2_exchange	peer2_country	peer2_similarity_score	peer2_business_tags	peer2_sector	peer2_industry	peer2_business_model	peer2_scale_bucket	peer2_fiscal_year	peer2_market_cap_usd	peer2_revenue_usd	peer2_operating_income_usd	peer2_net_income_usd	peer2_financial_data_source	peer2_financial_similarity_score	peer3_dimension	peer3_ticker	peer3_company_name	peer3_exchange	peer3_country	peer3_similarity_score	peer3_business_tags	peer3_sector	peer3_industry	peer3_business_model	peer3_scale_bucket	peer3_fiscal_year	peer3_market_cap_usd	peer3_revenue_usd	peer3_operating_income_usd	peer3_net_income_usd	peer3_financial_data_source	peer3_financial_similarity_score
010140	삼성중공업	Samseongjunggongeop	KOSPI	Industrials	Shipbuilding	Shipbuilding, marine engineering, and offshore plant construction	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Industrial Solutions;LNG Infrastructure;Subsidiary Portfolio;Global Reach	industrial;energy;ecosystem;global_business	overall_business	GD	General Dynamics	NYSE	US	0.5625	shipbuilding;aerospace	Industrials	Shipbuilding	Defense shipbuilding, marine systems, and aerospace manufacturing	LARGE_CAP	2025	94201651340.0	52550000000.0	5356000000.0	4210000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	industrial	BWXT	BWX Technologies	NYSE	US	0.524	shipbuilding;aerospace	Industrials	Shipbuilding	Naval nuclear propulsion equipment manufacturing and services	LARGE_CAP	2025	17677046525.0	682258000.0	96630000.0	329861000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9991	operational_scale	HII	Huntington Ingalls Industries	NYSE	US	0.5125	shipbuilding;aerospace	Industrials	Shipbuilding	Naval shipbuilding and defense technology services	LARGE_CAP	2025	10977174399.0	12484000000.0	657000000.0	605000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999
010950	S-Oil	S-Oil	KOSPI	Energy	Energy Infrastructure	Industrial machinery and equipment manufacturing	0.5278	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Industrial Solutions;Product Portfolio;Subsidiary Portfolio;Petrochemical Portfolio	industrial;ecosystem;ecosystem;materials	overall_business	FANG	Diamondback Energy	NASDAQ_GLOBAL_SELECT	US	0.5278	energy	Energy	Energy Infrastructure	Operating company	LARGE_CAP	2025	51021792677.0	15026000000.0	1266000000.0	1547000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9992	operational_scale	NRG	NRG Energy	NYSE	US	0.5249	energy	Energy	Energy Infrastructure	Operating company	LARGE_CAP	2025	31586784424.0	30713000000.0	1845000000.0	864000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9996	industrial	MUR	Murphy Oil	NYSE	US	0.537	energy	Energy	Energy Infrastructure	Operating company	MID_CAP	2025	4856683635.0	2718823000.0	301237000.0	89400000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9995
011200	HMM	HMM	KOSPI	Industrials	Airlines	Biotechnology research, development, and manufacturing	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Biotechnology Platform;AI Technology;Fleet Operations;Logistics Network	biotechnology;ai;industrial;industrial	overall_business	DAL	Delta Air Lines	NYSE	US	0.5654	passenger transportation	Industrials	Airlines	Passenger and cargo airline operations	LARGE_CAP	2025	60893520403.0	63364000000.0	5822000000.0	4609000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	1.0	industrial	UAL	United Airlines Holdings	NASDAQ_GLOBAL_SELECT	US	0.5563	passenger transportation	Industrials	Airlines	Passenger and cargo airline operations	LARGE_CAP	2025	43890076694.0	59070000000.0	4713000000.0	2618000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	operational_scale	AAL	American Airlines Group	NASDAQ_GLOBAL_SELECT	US	0.5441	passenger transportation	Industrials	Airlines	Passenger and cargo airline operations	LARGE_CAP	2025	11795803918.0	54633000000.0	1467000000.0	822000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9996
012330	현대모비스	Hyundai Mobis	KOSPI	Consumer Discretionary	Automobiles	Automobile manufacturing and mobility supply chain	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Mobility Portfolio;Vehicle Manufacturing;Subsidiary Portfolio;Global Reach	automotive;automotive;ecosystem;global_business	overall_business	GM	General Motors	NYSE	US	0.5926	automotive	Consumer Discretionary	Automobiles	Automobile manufacturing and mobility supply chain	LARGE_CAP	2025	70185618779.0	185019000000.0	2909000000.0	2780000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	automotive	TM	Toyota Motor	NYSE	US	0.5207	automotive	Consumer Discretionary	Automobiles	Automobile manufacturing and mobility supply chain	MEGA_CAP	2025	270773470027.0	222373000000.0	14045000000.0	11520000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	1.0	operational_scale	F	Ford Motor	NYSE	US	0.5049	automotive	Consumer Discretionary	Automobiles	Automobile manufacturing and mobility supply chain	LARGE_CAP	2025	56443171104.0	187267000000.0	-9169000000.0	-8162000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.555
012450	한화에어로스페이스	Hanhwaeeoroseupeiseu	KOSPI	Industrials	Aerospace and Defense	Shipbuilding, marine engineering, and offshore plant construction	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Payments and Cards;Fleet Operations;IT Services;Subsidiary Portfolio	payments;industrial;software_platform;ecosystem	overall_business	HWM	Howmet Aerospace	NYSE	US	0.5467	aerospace	Industrials	Aerospace and Defense	Aerospace and defense systems manufacturing	LARGE_CAP	2025	107520883907.0	8252000000.0	2046000000.0	765000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997	industrial	GE	GE Aerospace	NYSE	US	0.5294	aerospace	Industrials	Aerospace and Defense	Aerospace and defense systems manufacturing	MEGA_CAP	2025	390218559262.0	45855000000.0	22887000000.0	8698000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	operational_scale	ALK	Alaska Air Group	NYSE	US	0.5391	aerospace	Industrials	Aerospace and Defense	Aerospace and defense systems manufacturing	MID_CAP	2025	5676749284.0	14239000000.0	303000000.0	100000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9995
015760	한국전력	Korea Electric Power	KOSPI	Energy	Energy Infrastructure	Operating company	0.6351	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Power Grid;Energy Transition;Energy Infrastructure;Global Reach	energy;energy;energy;global_business	overall_business	FANG	Diamondback Energy	NASDAQ_GLOBAL_SELECT	US	0.6351	energy	Energy	Energy Infrastructure	Operating company	LARGE_CAP	2025	51021792677.0	15026000000.0	1266000000.0	1547000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9993	energy	NRG	NRG Energy	NYSE	US	0.6306	energy	Energy	Energy Infrastructure	Operating company	LARGE_CAP	2025	31586784424.0	30713000000.0	1845000000.0	864000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9995	operational_scale	CEG	Constellation Energy When-Issued	NASDAQ_GLOBAL_SELECT	US	0.6227	energy	Energy	Energy Infrastructure	Operating company	LARGE_CAP	2025	94339232555.0	25533000000.0	3086000000.0	2323000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9994
017670	SK텔레콤	SK Telecom	KOSPI	Communication Services	Telecommunications	Telecom network subscription services	0.6519	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Wireless Connectivity;Telecom Network;Broadband and IPTV;Subsidiary Portfolio	telecommunications;telecommunications;telecommunications;ecosystem	overall_business	T	AT&T	NYSE	US	0.6519	telecommunications	Communication Services	Telecommunications	Telecom network subscription services	LARGE_CAP	2025	151473786603.0	125648000000.0	24162000000.0	23386000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9995	telecommunications	VZ	Verizon Communications	NYSE	US	0.65	telecommunications	Communication Services	Telecommunications	Telecom network subscription services	LARGE_CAP	2025	183160891587.0	138191000000.0	29259000000.0	17608000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9996	operational_scale	CHTR	Charter Communications	NASDAQ_GLOBAL_SELECT	US	0.6884	telecommunications	Communication Services	Telecommunications	Telecom network subscription services	LARGE_CAP	2025	20430726939.0	54774000000.0	12908000000.0	5766000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9993
018260	삼성에스디에스	Samsung SDS	KOSPI	Information Technology	Software	Platform software and recurring services	0.48	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Cloud Infrastructure;AI Technology;Subsidiary Portfolio;Digital Platform	software_platform;ai;ecosystem;software_platform	overall_business	MSFT	Microsoft	NASDAQ_GLOBAL_SELECT	US	0.4639	software platform;cloud;artificial intelligence	Information Technology	Software	Enterprise software, cloud, and AI platform services	MEGA_CAP	2025	2732178284131.0	281724000000.0	128528000000.0	101832000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9995	software_platform	LHX	L3Harris Technologies	NYSE	US	0.629	software platform	Information Technology	Software	Platform software and recurring services	LARGE_CAP	2025	53613823948.0	21865000000.0	2110000000.0	1606000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	1.0	semiconductor	MCHP	Microchip Technology Incorporated	NASDAQ_GLOBAL_SELECT	US	0.5671	software platform	Information Technology	Software	Platform software and recurring services	LARGE_CAP	2025	47936070819.0	7634400000.0	2571000000.0	1906900000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997
024110	기업은행	Gieop Bank	KOSPI	Financials	Banks	Banking, spread income, fees, and capital-market services	0.52	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Banking Network;Capital Markets;Subsidiary Portfolio;Global Reach	financial_services;financial_services;ecosystem;global_business	overall_business	JPM	JP Morgan Chase &	NYSE	US	0.4945	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	885417752964.0	182447000000.0		49552000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54	financial_services	C	Citigroup	NYSE	US	0.525	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	244827044005.0	85225000000.0		14452000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54	operational_scale	BAC	Bank of America	NYSE	US	0.4978	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	413128024748.0	113097000000.0		30509000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54
028260	삼성물산	Samsung C&T	KOSPI	Financials	Investment Holding Companies	Investment holding and portfolio management	0.6701	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Global Reach;Biotechnology Platform;Industrial Solutions;Technology Innovation	global_business;biotechnology;industrial;global_business	overall_business	MKL	Markel Group	NYSE	US	0.6701	holding company;insurance	Financials	Investment Holding Companies	Investment holding and portfolio management	LARGE_CAP	2025	24306755441.0	15513233000.0	3194852000.0	2152405000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	operational_scale	L	Loews	NYSE	US	0.6681	holding company;insurance	Financials	Investment Holding Companies	Investment holding and portfolio management	LARGE_CAP	2025	23412382370.0	18454000000.0		1772000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.942	industrial	BN	Brookfield Voting Shares	NYSE	US	0.5767	holding company;financials	Financials	Investment Holding Companies	Investment holding and portfolio management	LARGE_CAP		103311352128.0				NASDAQ_SUMMARY_MARKET_CAP	0.7678
028300	HLB	HLB	KOSDAQ	Health Care	Biotechnology	Biotechnology research, development, and manufacturing	0.46	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Biotechnology Platform;Global Reach;Industrial Solutions;Subsidiary Portfolio	biotechnology;global_business;industrial;ecosystem	overall_business	TMO	Thermo Fisher Scientific	NYSE	US	0.341	biotech;biologics cdmo	Health Care	Biotechnology	Biologics contract development and life-science services	LARGE_CAP	2025	187282353501.0	44556000000.0	7746000000.0	6721000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.3683	biotechnology	BIIB	Biogen	NASDAQ_GLOBAL_SELECT	US	0.3533	biotech;biologics	Health Care	Biotechnology	Biologics and specialty drug development	LARGE_CAP	2025	31843849766.0	9890600000.0	2840700000.0	1292900000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.3672	operational_scale	HALO	Halozyme Therapeutics	NASDAQ_GLOBAL_SELECT	US	0.3277	biotech platform;drug delivery;royalty licensing	Health Care	Biotechnology	Biotech platform licensing	MID_CAP	2025	9120153570.0	1396611000.0	469006000.0	316889000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.3659
032640	LG유플러스	LG Uplus	KOSPI	Communication Services	Telecommunications	Content production, distribution, and advertising	0.5003	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Telecom Network;Mobility Portfolio;Energy Infrastructure;Wireless Connectivity	telecommunications;automotive;energy;telecommunications	overall_business	VZ	Verizon Communications	NYSE	US	0.5003	telecommunications	Communication Services	Telecommunications	Telecom network subscription services	LARGE_CAP	2025	183160891587.0	138191000000.0	29259000000.0	17608000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	telecommunications	T	AT&T	NYSE	US	0.4982	telecommunications	Communication Services	Telecommunications	Telecom network subscription services	LARGE_CAP	2025	151473786603.0	125648000000.0	24162000000.0	23386000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997	operational_scale	CHTR	Charter Communications	NASDAQ_GLOBAL_SELECT	US	0.5158	telecommunications	Communication Services	Telecommunications	Telecom network subscription services	LARGE_CAP	2025	20430726939.0	54774000000.0	12908000000.0	5766000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997
032830	삼성생명	Samsung Life Insurance	KOSPI	Financials	Insurance	Insurance underwriting and financial services	0.6051	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Protection Products;Retirement Solutions;Insurance Services;Capital Markets	financial_services;financial_services;financial_services;financial_services	overall_business	NP	Neptune Insurance Holdings	NYSE	US	0.6051	insurance	Financials	Insurance	Insurance underwriting and financial services	MID_CAP	2025	4198197461.0	159551000.0	70955000.0	37413000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54	financial_services	THG	Hanover Insurance Group	NYSE	US	0.5845	insurance	Financials	Insurance	Insurance underwriting and financial services	MID_CAP	2025	7477026250.0	6594400000.0	933000000.0	662500000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54	operational_scale	HIG	The Hartford Insurance Group	NYSE	US	0.5696	insurance	Financials	Insurance	Insurance underwriting and financial services	LARGE_CAP	2025	36527931765.0	28368000000.0	2264000000.0	2504000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54
033780	KT&G	KT&G	KOSPI	Consumer Staples	Food and Beverage	Packaged food, beverage, and consumer staples	0.7114	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Global Reach;Subsidiary Portfolio;Biotechnology Platform;Industrial Solutions	global_business;ecosystem;biotechnology;industrial	overall_business	MNST	Monster Beverage	NASDAQ_GLOBAL_SELECT	US	0.7114	food and beverage	Consumer Staples	Food and Beverage	Packaged food, beverage, and consumer staples	LARGE_CAP	2025	95165079144.0	8294343000.0	2419354000.0	1905432000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	operational_scale	HRL	Hormel Foods	NYSE	US	0.7092	food and beverage	Consumer Staples	Food and Beverage	Packaged food, beverage, and consumer staples	LARGE_CAP	2025	14481538146.0	2280227000.0	718603000.0	477764000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	industrial	QSR	Restaurant Brands International . Common Shares	NYSE	US	0.7009	food and beverage	Consumer Staples	Food and Beverage	Packaged food, beverage, and consumer staples	LARGE_CAP	2025	33244142728.0	9434000000.0	2202000000.0	1075000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	1.0
034020	두산에너빌리티	Dusaneneobilriti	KOSPI	Industrials	Construction and Engineering	Construction, engineering, and infrastructure projects	0.5799	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Energy Infrastructure;Industrial Solutions;Energy Transition;Project Execution	energy;industrial;energy;industrial	overall_business	ECG	Everus Construction Group	NYSE	US	0.5799	construction	Industrials	Construction and Engineering	Construction, engineering, and infrastructure projects	MID_CAP	2025	8009448814.0	3746387000.0	264750000.0	201770000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	industrial	GVA	Granite Construction Incorporated	NYSE	US	0.5769	construction	Industrials	Construction and Engineering	Construction, engineering, and infrastructure projects	MID_CAP	2025	6941944931.0	4424379000.0	282446000.0	220351000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997	operational_scale	ROAD	Construction Partners	NASDAQ_GLOBAL_SELECT	US	0.5756	construction	Industrials	Construction and Engineering	Construction, engineering, and infrastructure projects	MID_CAP	2025	6797172031.0	2812356000.0	224811000.0	101781000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999
034220	LG디스플레이	LG Diseupeulrei	KOSPI	Consumer Discretionary	Consumer Electronics and Appliances	Consumer electronics and appliance manufacturing	0.556	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Subsidiary Portfolio;Consumer Devices;Global Reach;Consumer Electronics And Appliances	ecosystem;consumer_electronics;global_business;consumer_electronics	overall_business	AAPL	Apple	NASDAQ_GLOBAL_SELECT	US	0.556	consumer electronics;software platform	Consumer Discretionary	Consumer Electronics and Appliances	Integrated consumer devices, software, and services ecosystem	MEGA_CAP	2025	4136253196720.0	416161000000.0	133050000000.0	112010000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9988	consumer_electronics	SONY	Sony Group	NYSE	US	0.5612	consumer electronics	Consumer Discretionary	Consumer Electronics and Appliances	Consumer electronics and entertainment hardware	LARGE_CAP		125240893785.0				NASDAQ_SUMMARY_MARKET_CAP	0.7608	operational_scale	WHR	Whirlpool	NYSE	US	0.7093	consumer electronics	Consumer Discretionary	Consumer Electronics and Appliances	Consumer electronics and appliance manufacturing	MID_CAP	2025	2465871523.0	15524000000.0	838000000.0	341000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998
034730	SK	SK	KOSPI	Energy	Energy Infrastructure	Industrial machinery and equipment manufacturing	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	AI Technology;Biotechnology Platform;Telecom Network;Energy Infrastructure	ai;biotechnology;telecommunications;energy	overall_business	FANG	Diamondback Energy	NASDAQ_GLOBAL_SELECT	US	0.5795	energy	Energy	Energy Infrastructure	Operating company	LARGE_CAP	2025	51021792677.0	15026000000.0	1266000000.0	1547000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997	energy	NRG	NRG Energy	NYSE	US	0.5744	energy	Energy	Energy Infrastructure	Operating company	LARGE_CAP	2025	31586784424.0	30713000000.0	1845000000.0	864000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	operational_scale	CEG	Constellation Energy When-Issued	NASDAQ_GLOBAL_SELECT	US	0.5691	energy	Energy	Energy Infrastructure	Operating company	LARGE_CAP	2025	94339232555.0	25533000000.0	3086000000.0	2323000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9996
035420	NAVER	NAVER	KOSPI	Information Technology	Software	Platform software and recurring services	0.4861	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	AI Technology;Digital Platform;Payments and Cards;Content Portfolio	ai;software_platform;payments;media	overall_business	MSFT	Microsoft	NASDAQ_GLOBAL_SELECT	US	0.4861	software platform;cloud;artificial intelligence	Information Technology	Software	Enterprise software, cloud, and AI platform services	MEGA_CAP	2025	2732178284131.0	281724000000.0	128528000000.0	101832000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	semiconductor	MCHP	Microchip Technology Incorporated	NASDAQ_GLOBAL_SELECT	US	0.6179	software platform	Information Technology	Software	Platform software and recurring services	LARGE_CAP	2025	47936070819.0	7634400000.0	2571000000.0	1906900000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	software_platform	CRS	Carpenter Technology	NYSE	US	0.6529	software platform	Information Technology	Software	Platform software and recurring services	LARGE_CAP	2025	29815843874.0	2877100000.0	521800000.0	376000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998
035720	카카오	Kakao	KOSPI	Communication Services	Media and Entertainment	Content production, distribution, and advertising	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Content Portfolio;Digital Platform;Mobility Portfolio;Payments and Cards	media;software_platform;automotive;payments	overall_business	DIS	Walt Disney (The)	NYSE	US	0.6089	media entertainment;content	Communication Services	Media and Entertainment	Global media content and entertainment ecosystem	LARGE_CAP	2025	171584693805.0	94425000000.0	17551000000.0	13431000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	media	NFLX	Netflix	NASDAQ_GLOBAL_SELECT	US	0.5792	media entertainment;software platform	Communication Services	Media and Entertainment	Subscription streaming and global content distribution	MEGA_CAP	2025	311607512669.0	45183036000.0	13326603000.0	5407990000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	operational_scale	LYV	Live Nation Entertainment	NYSE	US	0.68	media entertainment	Communication Services	Media and Entertainment	Content production, distribution, and advertising	LARGE_CAP	2025	43086269130.0	25201406000.0	1251217000.0	690740000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	1.0
042660	한화오션	Hanhwaosyeon	KOSPI	Industrials	Shipbuilding	Shipbuilding, marine engineering, and offshore plant construction	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Subsidiary Portfolio;Industrial Solutions;LNG Infrastructure;Global Reach	ecosystem;industrial;energy;global_business	overall_business	GD	General Dynamics	NYSE	US	0.5665	shipbuilding;aerospace	Industrials	Shipbuilding	Defense shipbuilding, marine systems, and aerospace manufacturing	LARGE_CAP	2025	94201651340.0	52550000000.0	5356000000.0	4210000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	1.0	industrial	BWXT	BWX Technologies	NYSE	US	0.525	shipbuilding;aerospace	Industrials	Shipbuilding	Naval nuclear propulsion equipment manufacturing and services	LARGE_CAP	2025	17677046525.0	682258000.0	96630000.0	329861000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9993	operational_scale	HII	Huntington Ingalls Industries	NYSE	US	0.5156	shipbuilding;aerospace	Industrials	Shipbuilding	Naval shipbuilding and defense technology services	LARGE_CAP	2025	10977174399.0	12484000000.0	657000000.0	605000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999
042700	한미반도체	Hanmibandoche	KOSPI	Information Technology	Semiconductors	Semiconductor manufacturing or supply chain	0.46	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	AI Technology;Memory Technology;Industrial Solutions;Market Leadership	ai;memory;industrial;global_business	overall_business	INTC	Intel	NASDAQ_GLOBAL_SELECT	US	0.3924	semiconductors;foundry	Information Technology	Semiconductors	Integrated semiconductor design and manufacturing	MEGA_CAP	2025	658355740000.0	52853000000.0	-2214000000.0	26000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54	semiconductor	MU	Micron Technology	NASDAQ_GLOBAL_SELECT	US	0.4386	semiconductors;memory chips	Information Technology	Semiconductors	Memory semiconductor manufacturing	MEGA_CAP	2025	1288603703496.0	37378000000.0	9770000000.0	8539000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54	operational_scale	TSM	Taiwan Semiconductor Manufacturing	NYSE	US	0.3537	semiconductors;foundry	Information Technology	Semiconductors	Pure-play semiconductor foundry manufacturing	MEGA_CAP		2348760610825.0				NASDAQ_SUMMARY_MARKET_CAP	0.5
047050	포스코인터내셔널	Poseukointeonaesyeoneol	KOSPI	Consumer Discretionary	Retail	Merchandising and commerce	0.5212	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Global Reach;Commerce Ecosystem;Energy Infrastructure;Subsidiary Portfolio	global_business;commerce;energy;ecosystem	overall_business	WMT	Walmart	NASDAQ_GLOBAL_SELECT	US	0.5212	retail;commerce	Consumer Discretionary	Retail	Omnichannel retail and marketplace operations	MEGA_CAP	2025	912314194329.0	648125000000.0	27012000000.0	16270000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	operational_scale	SPSC	SPS Commerce	NASDAQ_GLOBAL_SELECT	US	0.611	retail	Consumer Discretionary	Retail	Merchandising and commerce	MID_CAP	2025	2113917381.0	751505000.0	118303000.0	65824000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9996	commerce	CBRL	Cracker Barrel Old Country Store	NASDAQ_GLOBAL_SELECT	US	0.5781	retail	Consumer Discretionary	Retail	Merchandising and commerce	SMALL_CAP	2025	1200720431.0	3483684000.0	55029000.0	46379000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998
